href	incoming_href
Bion_of_Borysthenes	Crates_of_Athens
Bion_of_Borysthenes	Crates_of_Thebes
Bion_of_Borysthenes	Theodorus_the_Atheist
Bion_of_Borysthenes	Theophrastus
Bion_of_Borysthenes	Xenocrates
Blaise_Pascal	Étienne_Pascal
Blaise_Pascal	René_Descartes
Blaise_Pascal	Michel_de_Montaigne
Blaise_Pascal	Gerolamo_Cardano
Blaise_Pascal	Gilles_de_Roberval
Blaise_Pascal	Epictetus
Blaise_Pascal	Cornelius_Jansen
Blaise_Pascal	Augustine_of_Hippo
Blaise_Pascal	Evangelista_Torricelli
Bob_Black	Max_Stirner
Bob_Black	Oscar_Wilde
Bob_Black	Paul_Goodman
Bob_Black	Peter_Kropotkin
Bob_Black	Raoul_Vaneigem
Bob_Black	Richard_Borshay_Lee
Bob_Black	Sigmund_Freud
Bob_Black	Theodor_W._Adorno
Bob_Black	Thomas_Kuhn
Bob_Black	William_Godwin
Bob_Black	William_Morris
Bob_Black	Robert_Michels
Bob_Black	Marshall_Sahlins
Bob_Black	Walter_Benjamin
Bob_Black	Leo_Tolstoy
Bob_Black	Charles_Fourier
Bob_Black	Emma_Goldman
Bob_Black	Errico_Malatesta
Bob_Black	Fredy_Perlman
Bob_Black	Friedrich_Nietzsche
Bob_Black	Charles_Darwin
Bob_Black	Henry_David_Thoreau
Bob_Black	Guy_Debord
Bob_Black	Karl_Marx
Bob_Black	Ludwig_Wittgenstein
Bob_Black	John_Zerzan
Bob_Black	Ivan_Illich
Bob_Black	Karl_Kraus_(writer)
Boethius	Plotinus
Boethius	Seneca_the_Younger
Boethius	Ptolemy
Boethius	Proclus
Boethius	Porphyry_(philosopher)
Boethius	Martianus_Capella
Boethius	Cicero
Boethius	Augustine_of_Hippo
Boethius	Aristotle
Boethius	Plato
Bonaventure	Cicero
Bonaventure	Solomon_ibn_Gabirol
Bonaventure	Pseudo-Dionysius_the_Areopagite
Bonaventure	Stoicism
Bonaventure	Augustine_of_Hippo
Bonaventure	Anselm_of_Canterbury
Bonaventure	Alexander_of_Hales
Bonaventure	Aristotle
Borden_Parker_Bowne	George_Berkeley
Borden_Parker_Bowne	Gottfried_Wilhelm_Leibniz
Borden_Parker_Bowne	Hermann_Lotze
Borden_Parker_Bowne	Immanuel_Kant
Borden_Parker_Bowne	René_Descartes
Boris_Karvasarsky	Vladimir_Nikolayevich_Myasishchev
Bradford_Keeney	Virginia_Satir
Bradford_Keeney	Salvador_Minuchin
Bradford_Keeney	R._D._Laing
Bradford_Keeney	Olga_Silverstein
Bradford_Keeney	Milton_H._Erickson
Bradford_Keeney	Gregory_Bateson
Bradford_Keeney	Francisco_Varela
Bradford_Keeney	Carl_Whitaker
Bradford_Keeney	Heinz_von_Foerster
Brand_Blanshard	Bernard_Bosanquet_(philosopher)
Brand_Blanshard	C._I._Lewis
Brand_Blanshard	F._H._Bradley
Brand_Blanshard	Horace_W._B._Joseph
Brand_Blanshard	Josiah_Royce
Brand_Blanshard	William_Pepperell_Montague
Brian_Davies_(philosopher)	Richard_Swinburne
Brian_Davies_(philosopher)	Thomas_Aquinas
Brian_Davies_(philosopher)	Peter_Geach
Brian_Davies_(philosopher)	Herbert_McCabe
Brian_Davies_(philosopher)	G._E._M._Anscombe
Brian_Davies_(philosopher)	Alvin_Plantinga
Brian_Massumi	Isabelle_Stengers
Brian_Massumi	Henri_Bergson
Brian_Massumi	Gilles_Deleuze
Brian_Massumi	William_James
Brian_Massumi	Charles_Sanders_Peirce
Brian_Massumi	Alfred_North_Whitehead
Brian_Massumi	Félix_Guattari
Bronisław_Malinowski	Charles_Gabriel_Seligman
Bronisław_Malinowski	Edvard_Westermarck
Bronisław_Malinowski	James_George_Frazer
Bronisław_Malinowski	Wilhelm_Wundt
Bronisław_Malinowski	William_James
Bronisław_Malinowski	Émile_Durkheim
Bruno_Bauch	Immanuel_Kant
Bruno_Bauer	Max_Stirner
Bruno_Bauer	Johann_Gottlieb_Fichte
Bruno_Bauer	Ludwig_Feuerbach
Bruno_Bauer	David_Strauss
Bruno_Bauer	Georg_Wilhelm_Friedrich_Hegel
Bruno_Bauer	Arthur_de_Gobineau
Bruno_Lanteri	Alphonsus_Liguori
Bruno_Lanteri	Ignatius_of_Loyola
Bruno_Lanteri	Teresa_of_Ávila
Bruno_Latour	Gilles_Deleuze
Bruno_Latour	Gabriel_Tarde
Bruno_Latour	Michel_Serres
Bruno_Latour	Algirdas_Julien_Greimas
Bruno_Latour	Alfred_North_Whitehead
Bruno_Latour	Eric_Voegelin
Bruno_Leoni	Friedrich_Hayek
Bruno_Leoni	Ludwig_von_Mises
Bruno_Leoni	Luigi_Einaudi
Bruno_de_Finetti	Giulio_Vivanti
Bryan_Caplan	Ben_Bernanke
Bryan_Caplan	James_M._Buchanan
Bryan_Caplan	Ludwig_von_Mises
Bryan_Caplan	Michael_Huemer
Bryan_Caplan	Philip_E._Tetlock
Bryan_Magee	Ludwig_Wittgenstein
Bryan_Magee	Immanuel_Kant
Bryan_Magee	Karl_Popper
Bryan_Magee	Bertrand_Russell
Bryan_Magee	Arthur_Schopenhauer
Bryan_Reynolds_(scholar)	Bruce_Lee
Bryan_Reynolds_(scholar)	Félix_Guattari
Bryan_Reynolds_(scholar)	Gilles_Deleuze
Bryan_Reynolds_(scholar)	Hélène_Cixous
Bryan_Reynolds_(scholar)	Jacques_Derrida
Bryan_Reynolds_(scholar)	Jean_Baudrillard
Bryan_Reynolds_(scholar)	Marc_Bolan
Bryan_Reynolds_(scholar)	Michel_Foucault
Bryan_Stone	John_Howard_Yoder
Bryan_Stone	Stanley_Hauerwas
Bryan_Stone	Alasdair_MacIntyre
Bryan_Stone	James_McClendon
Buckminster_Fuller	Alfred_Korzybski
Buckminster_Fuller	Friedrich_Fröbel
Burhan_al-Din_al-Marghinani	Abu_Hafs_Umar_al-Nasafi
Burhan_al-Din_al-Marghinani	Abu_Hanifa
Burhan_al-Din_al-Marghinani	Al-Sarakhsi
Burton_Dreben	J._L._Austin
Burton_Dreben	Ludwig_Wittgenstein
Byung-Chul_Han	René_Girard
Byung-Chul_Han	Richard_Sennett
Byung-Chul_Han	Félix_Guattari
Byung-Chul_Han	Walter_Benjamin
Byung-Chul_Han	Pierre_Bourdieu
Byung-Chul_Han	Sigmund_Freud
Byung-Chul_Han	Michel_Serres
Byung-Chul_Han	Carl_Schmitt
Byung-Chul_Han	Martin_Heidegger
Byung-Chul_Han	Jean_Baudrillard
Byung-Chul_Han	Giorgio_Agamben
Byung-Chul_Han	Gilles_Deleuze
Byung-Chul_Han	Michel_Foucault
Bénédict_Morel	Jean-Pierre_Falret
C._A._Campbell	Andrew_Seth_Pringle-Pattison
C._A._Campbell	F._H._Bradley
C._A._Campbell	Immanuel_Kant
C._B._Macpherson	R._H._Tawney
C._B._Macpherson	John_Stuart_Mill
C._B._Macpherson	Karl_Marx
C._B._Macpherson	Leonard_Hobhouse
C._B._Macpherson	T._H._Green
C._D._Broad	William_Ernest_Johnson
C._D._Broad	G._E._Moore
C._D._Broad	John_Locke
C._D._Broad	Bertrand_Russell
C._D._Broad	Alfred_North_Whitehead
C._H._Douglas	Adam_Smith
C._H._Douglas	David_Hume
C._H._Douglas	Edmund_Burke
C._H._Douglas	John_Henry_Newman
C._H._Douglas	John_Maynard_Keynes
C._H._Douglas	Joseph_de_Maistre
C._H._Douglas	Karl_Marx
C._H._Douglas	Michel_de_Montaigne
C._H._Douglas	Silvio_Gesell
C._H._Douglas	Vilfredo_Pareto
C._I._Lewis	Rudolf_Carnap
C._I._Lewis	Ralph_Barton_Perry
C._I._Lewis	Josiah_Royce
C._I._Lewis	Immanuel_Kant
C._I._Lewis	Charles_Sanders_Peirce
C._I._Lewis	Bertrand_Russell
C._I._Lewis	Johann_Gottlieb_Fichte
C._J._F._Williams	Arthur_Prior
C._J._F._Williams	Gottlob_Frege
C._J._F._Williams	Ludwig_Wittgenstein
C._Robert_Mesle	John_B._Cobb
C._Scott_Littleton	Georges_Dumézil
C._Wright_Mills	Max_Weber
C._Wright_Mills	tps://de.wikipedia.org/wiki/Hans%20Heinrich%20Gerth
C._Wright_Mills	William_James
C._Wright_Mills	Thorstein_Veblen
C._Wright_Mills	Paul_Lazarsfeld
C._Wright_Mills	Karl_Marx
C._Wright_Mills	Charles_Sanders_Peirce
C._Wright_Mills	John_Dewey
C._Wright_Mills	Hans_Gerth
C._Wright_Mills	George_Herbert_Mead
C._Wright_Mills	Franz_Neumann_(political_scientist)
C._Wright_Mills	Karl_Mannheim
Cain_Hope_Felder	James_H._Cone
Caner_Dagli	Seyyed_Hossein_Nasr
Carl_Braaten	Wolfhart_Pannenberg
Carl_Friedrich_Gauss	Leonhard_Euler
Carl_Gustav_Hempel	Rudolf_Carnap
Carl_Gustav_Hempel	Hans_Reichenbach
Carl_Jung	William_James
Carl_Jung	Théodore_Flournoy
Carl_Jung	Sigmund_Freud
Carl_Jung	Pierre_Janet
Carl_Jung	Meister_Eckhart
Carl_Jung	Maria_Moltzer
Carl_Jung	Laozi
Carl_Jung	Johann_Wolfgang_von_Goethe
Carl_Jung	Eduard_von_Hartmann
Carl_Jung	Heraclitus
Carl_Jung	Friedrich_Schiller
Carl_Jung	Friedrich_Nietzsche
Carl_Jung	Eugen_Bleuler
Carl_Jung	Immanuel_Kant
Carl_Jung	Carl_Gustav_Carus
Carl_Jung	Arthur_Schopenhauer
Carl_Menger	Adam_Smith
Carl_Menger	Aristotle
Carl_Menger	Franz_Brentano
Carl_Menger	Herbert_Spencer
Carl_Menger	Immanuel_Kant
Carl_Menger	Étienne_Bonnot_de_Condillac
Carl_Rogers	Søren_Kierkegaard
Carl_Rogers	Otto_Rank
Carl_Rogers	Friedrich_Nietzsche
Carl_Rogers	Leta_Stetter_Hollingworth
Carl_Rogers	Martin_Buber
Carl_Schmitt	Leo_Strauss
Carl_Schmitt	Søren_Kierkegaard
Carl_Schmitt	Sigmund_Freud
Carl_Schmitt	René_Guénon
Carl_Schmitt	Plato
Carl_Schmitt	Niccolò_Machiavelli
Carl_Schmitt	Max_Weber
Carl_Schmitt	Max_Stirner
Carl_Schmitt	Karl_Marx
Carl_Schmitt	Charles_Darwin
Carl_Schmitt	Joseph_de_Maistre
Carl_Schmitt	Jean-Jacques_Rousseau
Carl_Schmitt	Immanuel_Kant
Carl_Schmitt	Georges_Sorel
Carl_Schmitt	Georg_Wilhelm_Friedrich_Hegel
Carl_Schmitt	Friedrich_Nietzsche
Carl_Schmitt	Edmund_Burke
Carl_Schmitt	Juan_Donoso_Cortés
Carl_Schmitt	Thomas_Hobbes
Carl_Stumpf	Hermann_Lotze
Carl_Stumpf	Franz_Brentano
Carl_Stumpf	Bernard_Bolzano
Carl_Vogt	Justus_von_Liebig
Carl_Vogt	Louis_Agassiz
Carlo_Cafiero	Friedrich_Engels
Carlo_Cafiero	Giuseppe_Fanelli
Carlo_Cafiero	Karl_Marx
Carlo_Cafiero	Mikhail_Bakunin
Carlo_Cafiero	Peter_Kropotkin
Carlo_Cafiero	Élisée_Reclus
Carlo_Lottieri	Hans-Hermann_Hoppe
Carlo_Lottieri	Vilfredo_Pareto
Carlo_Lottieri	Otto_Brunner
Carlo_Lottieri	Murray_Rothbard
Carlo_Lottieri	Ludwig_von_Mises
Carlo_Lottieri	Emmanuel_Levinas
Carlo_Lottieri	Gianfranco_Miglio
Carlo_Lottieri	Gaetano_Mosca
Carlo_Lottieri	Carl_Schmitt
Carlo_Lottieri	Bruno_Leoni
Carlo_Michelstaedter	Lucretius
Carlo_Michelstaedter	Max_Stirner
Carlo_Michelstaedter	Leo_Tolstoy
Carlo_Michelstaedter	Parmenides
Carlo_Michelstaedter	Arthur_Schopenhauer
Carlo_Michelstaedter	Plato
Carlo_Michelstaedter	Simonides
Carlo_Michelstaedter	Karl_Marx
Carlo_Michelstaedter	Petrarch
Carlo_Michelstaedter	Jesus
Carlo_Michelstaedter	Aristotle
Carlo_Michelstaedter	Henrik_Ibsen
Carlo_Michelstaedter	Giacomo_Leopardi
Carlo_Michelstaedter	Georg_Wilhelm_Friedrich_Hegel
Carlo_Michelstaedter	Friedrich_Nietzsche
Carlo_Michelstaedter	Empedocles
Carlo_Michelstaedter	Ecclesiastes
Carlo_Michelstaedter	Carlo_Collodi
Carlo_Michelstaedter	Socrates
Carlo_Michelstaedter	Aeschylus
Carlo_Michelstaedter	Heraclitus
Carlo_Michelstaedter	Sophocles
Carlo_Penco	Gottlob_Frege
Carlo_Penco	Robert_Brandom
Carlo_Penco	Michael_Dummett
Carlo_Penco	Evandro_Agazzi
Carlo_Penco	John_Perry_(philosopher)
Carlo_Penco	Ludwig_Wittgenstein
Carneades	Arcesilaus
Carneades	Diogenes_of_Babylon
Carneades	Plato
Carter_Heyward	Adrienne_Rich
Carter_Heyward	Alice_Walker
Carter_Heyward	Audre_Lorde
Carter_Heyward	Elie_Wiesel
Carter_Heyward	Mary_Daly
Casimir_Lewy	Ludwig_Wittgenstein
Casimir_de_Candolle	Alphonse_Pyramus_de_Candolle
Catharine_A._MacKinnon	Andrea_Dworkin
Catharine_A._MacKinnon	August_Bebel
Catharine_A._MacKinnon	György_Lukács
Catharine_A._MacKinnon	Karl_Marx
Catharine_A._MacKinnon	Louis_Althusser
Catherine_Malabou	Martin_Heidegger
Catherine_Malabou	Michel_Foucault
Catherine_Malabou	Luce_Irigaray
Catherine_Malabou	Jean-Luc_Marion
Catherine_Malabou	Georg_Wilhelm_Friedrich_Hegel
Catherine_Malabou	Immanuel_Kant
Catherine_Malabou	Antonio_Damasio
Catherine_Malabou	Jacques_Derrida
Catherine_Pickstock	Augustine_of_Hippo
Catherine_Pickstock	Félix_Ravaisson-Mollien
Catherine_Pickstock	Henri_Bergson
Catherine_Pickstock	Henri_de_Lubac
Catherine_Pickstock	Jean-Louis_Chrétien
Catherine_Pickstock	Jean-Luc_Marion
Catherine_Pickstock	John_Milbank
Catherine_Pickstock	Plato
Catherine_Pickstock	Søren_Kierkegaard
Catherine_Pickstock	Thomas_Aquinas
Catherine_Pickstock	William_T._Cavanaugh
Celso_Furtado	John_Maynard_Keynes
Celso_Furtado	Raúl_Prebisch
Cesare_Beccaria	Montesquieu
Cesare_Beccaria	Denis_Diderot
Cesare_Beccaria	Pietro_Verri
Cesare_Beccaria	Claude_Adrien_Helvétius
Cesare_Beccaria	Alessandro_Verri
Cesare_Beccaria	David_Hume
Cesare_Cremonini_(philosopher)	Averroes
Cesare_Cremonini_(philosopher)	Alexander_of_Aphrodisias
Cesare_Cremonini_(philosopher)	Aristotle
Cesare_Lombroso	Auguste_Comte
Cesare_Lombroso	Bartolomeo_Panizza
Cesare_Lombroso	Bénédict_Morel
Cesare_Lombroso	Carl_von_Rokitansky
Cesare_Lombroso	Charles_Darwin
Cesare_Lombroso	Francis_Galton
Chantal_Mouffe	Slavoj_Žižek
Chantal_Mouffe	Ludwig_Wittgenstein
Chantal_Mouffe	Jacques_Lacan
Chantal_Mouffe	Karl_Marx
Chantal_Mouffe	Carl_Schmitt
Chantal_Mouffe	Antonio_Gramsci
Chantal_Mouffe	Jacques_Derrida
Charles_Babbage	Gaspard_Monge
Charles_Babbage	John_Herschel
Charles_Babbage	Robert_Woodhouse
Charles_Bonnet	Gottfried_Wilhelm_Leibniz
Charles_Cooley	Charles_Darwin
Charles_Cooley	George_Herbert_Mead
Charles_Cooley	Ralph_Waldo_Emerson
Charles_Darwin	Thomas_Robert_Malthus
Charles_Darwin	John_Herschel
Charles_Darwin	Alexander_von_Humboldt
Charles_Darwin	Charles_Lyell
Charles_Davenport	Francis_Galton
Charles_Davenport	Karl_Pearson
Charles_E._Raven	Evelyn_Underhill
Charles_E._Raven	Henri_Bergson
Charles_E._Raven	Henry_Melvill_Gwatkin
Charles_E._Raven	James_Bethune-Baker
Charles_E._Raven	Pierre_Teilhard_de_Chardin
Charles_Edward_Merriam	Frank_Johnson_Goodnow
Charles_Edward_Merriam	Edwin_R._A._Seligman
Charles_Edward_Merriam	Hugo_Preuß
Charles_Edward_Merriam	James_Harvey_Robinson
Charles_Edward_Merriam	Otto_von_Gierke
Charles_F._Hockett	Leonard_Bloomfield
Charles_Fourier	Nicolas-Edme_Rétif
Charles_Gabriel_Seligman	Giuseppe_Sergi
Charles_Hartshorne	Jules_Lequier
Charles_Hartshorne	William_Ernest_Hocking
Charles_Hartshorne	Josiah_Royce
Charles_Hartshorne	Charles_Sanders_Peirce
Charles_Hartshorne	Alfred_North_Whitehead
Charles_Kay_Ogden	Charles_Sanders_Peirce
Charles_Kay_Ogden	Victoria,_Lady_Welby
Charles_Larmore	John_Rawls
Charles_Lyell	James_Hutton
Charles_Lyell	Jean-Baptiste_Lamarck
Charles_Lyell	John_Playfair
Charles_Lyell	William_Buckland
Charles_Maurras	Joseph_de_Maistre
Charles_Maurras	Louis_de_Bonald
Charles_Maurras	Maurice_Barrès
Charles_Maurras	Thomas_Aquinas
Charles_Maurras	Plato
Charles_Maurras	Socrates
Charles_Maurras	François-René_de_Chateaubriand
Charles_Maurras	Numa_Denis_Fustel_de_Coulanges
Charles_Maurras	Ernest_Renan
Charles_Maurras	Hippolyte_Taine
Charles_Maurras	Drumont
Charles_Maurras	Dimier
Charles_Maurras	David_Hume
Charles_Maurras	Dante_Alighieri
Charles_Maurras	Auguste_Comte
Charles_Maurras	Aristotle
Charles_Maurras	Alexis_de_Tocqueville
Charles_Maurras	Adam_Smith
Charles_Maurras	Edmund_Burke
Charles_Renouvier	Jules_Lequier
Charles_Renouvier	Immanuel_Kant
Charles_Renouvier	Emanuel_Swedenborg
Charles_Sanders_Peirce	Richard_Whately
Charles_Sanders_Peirce	Benjamin_Peirce
Charles_Sanders_Peirce	Duns_Scotus
Charles_Sanders_Peirce	Georg_Cantor
Charles_Sanders_Peirce	Georg_Wilhelm_Friedrich_Hegel
Charles_Sanders_Peirce	George_Boole
Charles_Sanders_Peirce	Herbert_Spencer
Charles_Sanders_Peirce	Immanuel_Kant
Charles_Sanders_Peirce	Thomas_Reid
Charles_Scott_Sherrington	Thomas_Browne
Charles_Scott_Sherrington	Thomas_Ashe_(poet)
Charles_Scott_Sherrington	Jean_Fernel
Charles_Scott_Sherrington	Johannes_Peter_Müller
Charles_Scott_Sherrington	Rudolf_Virchow
Charles_Stevenson_(philosopher)	David_Hume
Charles_Stevenson_(philosopher)	G._E._Moore
Charles_Stevenson_(philosopher)	I._A._Richards
Charles_Stevenson_(philosopher)	Ludwig_Wittgenstein
Charles_Stevenson_(philosopher)	Ralph_Barton_Perry
Charles_Sutherland_Elton	Alexander_Carr-Saunders
Charles_Sutherland_Elton	Julian_Huxley
Charles_Sutherland_Elton	Victor_Ernest_Shelford
Charles_Taylor_(philosopher)	Karl_Marx
Charles_Taylor_(philosopher)	Ludwig_Wittgenstein
Charles_Taylor_(philosopher)	Martin_Heidegger
Charles_Taylor_(philosopher)	Maurice_Merleau-Ponty
Charles_Taylor_(philosopher)	Max_Weber
Charles_Taylor_(philosopher)	Wilfred_Cantwell_Smith
Charles_Taylor_(philosopher)	Paul_Ricœur
Charles_Taylor_(philosopher)	Plato
Charles_Taylor_(philosopher)	John_McDowell
Charles_Taylor_(philosopher)	William_James
Charles_Taylor_(philosopher)	Émile_Durkheim
Charles_Taylor_(philosopher)	Michael_Polanyi
Charles_Taylor_(philosopher)	Johann_Gottfried_Herder
Charles_Taylor_(philosopher)	Iris_Murdoch
Charles_Taylor_(philosopher)	Isaiah_Berlin
Charles_Taylor_(philosopher)	Hans-Georg_Gadamer
Charles_Taylor_(philosopher)	Gilles_Lipovetsky
Charles_Taylor_(philosopher)	George_Herbert_Mead
Charles_Taylor_(philosopher)	Georg_Wilhelm_Friedrich_Hegel
Charles_Taylor_(philosopher)	Daniel_Bell
Charles_Taylor_(philosopher)	Christopher_Lasch
Charles_Taylor_(philosopher)	Aristotle
Charles_Taylor_(philosopher)	Alexis_de_Tocqueville
Charles_Taylor_(philosopher)	Alexander_von_Humboldt
Charles_Taylor_(philosopher)	Johann_Georg_Hamann
Charles_Taylor_(philosopher)	Hubert_Dreyfus
Cheng_Yi_(philosopher)	Zhou_Dunyi
Cheng_Yi_(philosopher)	Confucius
Cheng_Yi_(philosopher)	Mencius
Chester_Barnard	Vilfredo_Pareto
Chester_Barnard	Max_Weber
Chester_Barnard	Kurt_Lewin
Christiaan_Huygens	Galileo_Galilei
Christiaan_Huygens	René_Descartes
Christian_Hermann_Weisse	Friedrich_Wilhelm_Joseph_Schelling
Christian_Hermann_Weisse	Georg_Wilhelm_Friedrich_Hegel
Christian_Hermann_Weisse	Immanuel_Hermann_Fichte
Christian_Jakob_Kraus	Johann_Georg_Hamann
Christian_Jakob_Kraus	Adam_Smith
Christian_Jakob_Kraus	Immanuel_Kant
Christian_Smith_(sociologist)	Nicholas_Wolterstorff
Christian_Smith_(sociologist)	Michael_Polanyi
Christian_Smith_(sociologist)	Margaret_Archer
Christian_Smith_(sociologist)	Aristotle
Christian_Smith_(sociologist)	Charles_Taylor_(philosopher)
Christian_Smith_(sociologist)	Alasdair_MacIntyre
Christian_Smith_(sociologist)	Roy_Bhaskar
Christian_Smith_(sociologist)	Daniel_Bell
Christian_Wolff_(philosopher)	Wang_Yangming
Christian_Wolff_(philosopher)	Ehrenfried_Walther_von_Tschirnhaus
Christian_Wolff_(philosopher)	Zhu_Xi
Christian_Wolff_(philosopher)	René_Descartes
Christian_Wolff_(philosopher)	Baruch_Spinoza
Christian_Wolff_(philosopher)	Confucius
Christian_Wolff_(philosopher)	Gottfried_Wilhelm_Leibniz
Christian_von_Ehrenfels	Alexius_Meinong
Christian_von_Ehrenfels	Ernst_Mach
Christian_von_Ehrenfels	Franz_Brentano
Christine_Korsgaard	Aristotle
Christine_Korsgaard	G._E._M._Anscombe
Christine_Korsgaard	Immanuel_Kant
Christine_Korsgaard	John_Rawls
Christine_Ladd-Franklin	Charles_Sanders_Peirce
Christine_Ladd-Franklin	James_Joseph_Sylvester
Christopher_Evans_(theologian)	Sir_Edwyn_Hoskyns,_13th_Baronet
Christopher_Evans_(theologian)	Alec_Vidler
Christopher_Hitchens	Paul_Scott_(novelist)
Christopher_Hitchens	Richard_Llewellyn
Christopher_Hitchens	Oscar_Wilde
Christopher_Hitchens	P._G._Wodehouse
Christopher_Hitchens	Rosa_Luxemburg
Christopher_Hitchens	Mark_Twain
Christopher_Hitchens	Thomas_Jefferson
Christopher_Hitchens	Thomas_Paine
Christopher_Hitchens	Vladimir_Lenin
Christopher_Hitchens	William_F._Buckley_Jr.
Christopher_Hitchens	Leon_Trotsky
Christopher_Hitchens	Sigmund_Freud
Christopher_Hitchens	Karl_Marx
Christopher_Hitchens	Jorge_Luis_Borges
Christopher_Hitchens	James_Joyce
Christopher_Hitchens	Albert_Camus
Christopher_Hitchens	Aldous_Huxley
Christopher_Hitchens	Bertrand_Russell
Christopher_Hitchens	Charles_Darwin
Christopher_Hitchens	Conor_Cruise_O'Brien
Christopher_Hitchens	Chapman_Cohen
Christopher_Hitchens	Emma_Goldman
Christopher_Hitchens	Evelyn_Waugh
Christopher_Hitchens	Friedrich_Engels
Christopher_Hitchens	George_Orwell
Christopher_Hitchens	Israel_Shahak
Christopher_Hitchens	Edward_Said
Christopher_Lasch	Ralph_Waldo_Emerson
Christopher_Lasch	William_Leuchtenburg
Christopher_Lasch	Theodor_W._Adorno
Christopher_Lasch	Sigmund_Freud
Christopher_Lasch	Richard_Hofstadter
Christopher_Lasch	Reinhold_Niebuhr
Christopher_Lasch	Philip_Rieff
Christopher_Lasch	Nathaniel_Hawthorne
Christopher_Lasch	Max_Horkheimer
Christopher_Lasch	Martin_Luther_King_Jr.
Christopher_Lasch	Lewis_Mumford
Christopher_Lasch	Karl_Marx
Christopher_Lasch	Jacques_Ellul
Christopher_Lasch	Henry_George
Christopher_Lasch	Orestes_Brownson
Christopher_Morse	Karl_Barth
Chrysippus	Cleanthes
Chrysippus	Aristotle
Chrysippus	Diodorus_Cronus
Chrysippus	Philo_the_Dialectician
Chrysippus	Plato
Chrysippus	Zeno_of_Citium
Cicero	Polybius
Cicero	Philo_of_Larissa
Cicero	Socrates
Cicero	Quintus_Mucius_Scaevola_Augur
Cicero	Panaetius
Cicero	Plato
Cicero	Carneades
Cicero	Aulus_Licinius_Archias
Cicero	Aristotle
Cicero	Apollonius_Molon
Cicero	Antiochus_of_Ascalon
Cicero	Lucretius
Clarence_Edwin_Ayres	John_Dewey
Clarence_Edwin_Ayres	Thorstein_Veblen
Claude_Adrien_Helvétius	John_Locke
Claude_Adrien_Helvétius	Étienne_Bonnot_de_Condillac
Claude_Bernard	François_Magendie
Claude_Lefort	Étienne_de_La_Boétie
Claude_Lefort	Niccolò_Machiavelli
Claude_Lefort	Maurice_Merleau-Ponty
Claude_Lefort	Karl_Marx
Claude_Lefort	Alexis_de_Tocqueville
Claude_Lefort	Ernst_Kantorowicz
Claude_Lefort	Cornelius_Castoriadis
Claude_Lefort	Aleksandr_Solzhenitsyn
Claude_Lefort	Hannah_Arendt
Claude_Lévi-Strauss	Émile_Durkheim
Claude_Lévi-Strauss	Roman_Jakobson
Claude_Lévi-Strauss	Marcel_Mauss
Claude_Lévi-Strauss	Lewis_H._Morgan
Claude_Lévi-Strauss	Karl_Marx
Claude_Lévi-Strauss	Henri_Bergson
Claude_Lévi-Strauss	Franz_Boas
Claude_Lévi-Strauss	Ferdinand_de_Saussure
Claude_Lévi-Strauss	Alfred_Radcliffe-Brown
Claude_Lévi-Strauss	Jean-Jacques_Rousseau
Claudia_Card	Susan_Griffin
Claudia_Card	Mary_Daly
Claudia_Card	Marcus_George_Singer
Claudia_Card	John_Rawls
Claudia_Card	Marilyn_Frye
Claudia_Card	Friedrich_Nietzsche
Claudia_Card	Arthur_Schopenhauer
Claudia_Card	Adrienne_Rich
Claudia_Card	Immanuel_Kant
Cleanthes	Zeno_of_Citium
Clement_of_Alexandria	Plato
Clement_of_Alexandria	Xenophanes
Clement_of_Alexandria	Tatian
Clement_of_Alexandria	Stoics
Clement_of_Alexandria	Pythagoras
Clement_of_Alexandria	Plutarch
Clement_of_Alexandria	Philo
Clement_of_Alexandria	Pantaenus
Clement_of_Alexandria	Justin_Martyr
Clement_of_Alexandria	Irenaeus
Clement_of_Alexandria	Homer
Clement_of_Alexandria	Heraclitus
Clement_of_Alexandria	Gaius_Musonius_Rufus
Clement_of_Alexandria	Celsus
Clifford_Geertz	Talcott_Parsons
Clifford_Geertz	Susanne_Langer
Clifford_Geertz	Paul_Ricœur
Clifford_Geertz	Ludwig_Wittgenstein
Clifford_Geertz	Gilbert_Ryle
Clifford_Geertz	Alfred_Schütz
Clifford_Geertz	Max_Weber
Clitomachus_(philosopher)	Carneades
Colin_McGinn	Edmund_Gettier
Confucius	Western_Zhou_dynasty
Confucius	Xia_dynasty
Confucius	Shang_dynasty
Confucius	Classic_of_Poetry
Confucius	Book_of_Rites
Confucius	I_Ching
Cora_Diamond	Iris_Murdoch
Cora_Diamond	Ludwig_Wittgenstein
Cora_Diamond	Stanley_Cavell
Cornel_West	Michel_Foucault
Cornel_West	William_Shakespeare
Cornel_West	Toni_Morrison
Cornel_West	Søren_Kierkegaard
Cornel_West	Simone_Weil
Cornel_West	Sheldon_Wolin
Cornel_West	Richard_Rorty
Cornel_West	Reinhold_Niebuhr
Cornel_West	Paul_Tillich
Cornel_West	Martin_Luther_King_Jr.
Cornel_West	W._E._B._Du_Bois
Cornel_West	Karl_Marx
Cornel_West	Anton_Chekhov
Cornel_West	B._R._Ambedkar
Cornel_West	Blaise_Pascal
Cornel_West	Eugene_O'Neill
Cornel_West	Malcolm_X
Cornel_West	James_Baldwin
Cornel_West	James_H._Cone
Cornel_West	Josiah_Royce
Cornel_West	Friedrich_Engels
